# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PA2778	PA2778	AAG06166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2779	PA2779	AAG06167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2780	PA2780	AAG06168	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2781	PA2781	AAG06169	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2782	PA2782	AAG06170	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2783	PA2783	AAG06171	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2784	PA2784	AAG06172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2785	PA2785	AAG06173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2786	PA2786	AAG06174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2788	PA2788	AAG06176	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2820	PA2820	AAG06208	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2821	PA2821	AAG06209	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2822	PA2822	AAG06210	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2823	PA2823	AAG06211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2824	PA2824	AAG06212	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2826	PA2826	AAG06214	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2827	PA2827	AAG06215	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2828	PA2828	AAG06216	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2829	PA2829	AAG06217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2831	PA2831	AAG06219	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2858	PA2858	AAG06246	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2860	PA2860	AAG06248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2864	PA2864	AAG06252	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2865	PA2865	AAG06253	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2867	PA2867	AAG06255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2884	PA2884	AAG06272	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2939	PA2939	AAG06327	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2940	PA2940	AAG06328	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2941	PA2941	AAG06329	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2942	PA2942	AAG06330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2942.1	PA2942.1	PA2942.1-1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2943	PA2943	AAG06331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2992	PA2992	AAG06380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2993	PA2993	AAG06381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3001	PA3001	AAG06389	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3003	PA3003	AAG06391	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3004	PA3004	AAG06392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3008	PA3008	AAG06396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3009	PA3009	AAG06397	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3010	PA3010	AAG06398	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3054	PA3054	AAG06442	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3055	PA3055	AAG06443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3056	PA3056	AAG06444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3057	PA3057	AAG06445	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3069	PA3069	AAG06457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3070	PA3070	AAG06458	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3071	PA3071	AAG06459	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3072	PA3072	AAG06460	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3073	PA3073	AAG06461	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3074	PA3074	AAG06462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3075	PA3075	AAG06463	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3076	PA3076	AAG06464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3079	PA3079	AAG06467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3080	PA3080	AAG06468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3081	PA3081	AAG06469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3084	PA3084	AAG06472	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3085	PA3085	AAG06473	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3086	PA3086	AAG06474	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3106	PA3106	AAG06494	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3116	PA3116	AAG06504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3119	PA3119	AAG06507	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA3122	PA3122	AAG06510	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3123	PA3123	AAG06511	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3124	PA3124	AAG06512	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3125	PA3125	AAG06513	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3127	PA3127	AAG06515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3139	PA3139	AAG06527	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3139.1	PA3139.1	PA3139.1-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3140	PA3140	AAG06528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3142	PA3142	AAG06530	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3143	PA3143	AAG06531	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3144	PA3144	AAG06532	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3169	PA3169	AAG06557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3170	PA3170	AAG06558	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3172	PA3172	AAG06560	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3173	PA3173	AAG06561	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3174	PA3174	AAG06562	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3175	PA3175	AAG06563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3177	PA3177	AAG06565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3178	PA3178	AAG06566	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3179	PA3179	AAG06567	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3198	PA3198	AAG06586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3199	PA3199	AAG06587	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3200	PA3200	AAG06588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3201	PA3201	AAG06589	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3202	PA3202	AAG06590	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3203	PA3203	AAG06591	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3204	PA3204	AAG06592	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3205	PA3205	AAG06593	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA3206	PA3206	AAG06594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3207	PA3207	AAG06595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3208	PA3208	AAG06596	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3209	PA3209	AAG06597	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3211	PA3211	AAG06599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3226	PA3226	AAG06614	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3228	PA3228	AAG06616	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3229	PA3229	AAG06617	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3230	PA3230	AAG06618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3231	PA3231	AAG06619	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3232	PA3232	AAG06620	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3233	PA3233	AAG06621	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3234	PA3234	AAG06622	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3235	PA3235	AAG06623	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3236	PA3236	AAG06624	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3258	PA3258	AAG06646	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3259	PA3259	AAG06647	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3260	PA3260	AAG06648	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3261	PA3261	AAG06649	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3262	PA3262	AAG06650	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3262.1	PA3262.1	PA3262.1-1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3262.2	PA3262.2	PA3262.2-1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3263	PA3263	AAG06651	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3264	PA3264	AAG06652	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA3265	PA3265	AAG06653	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3267	PA3267	AAG06655	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3268	PA3268	AAG06656	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3386	PA3386	AAG06774	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3388	PA3388	AAG06776	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3389	PA3389	AAG06778	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3390	PA3390	AAG06777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3398	PA3398	AAG06786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3399	PA3399	AAG06787	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3400	PA3400	AAG06788	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA3401	PA3401	AAG06789	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA3402	PA3402	AAG06790	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA3403	PA3403	AAG06791	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA3404	PA3404	AAG06792	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1
PA3409	PA3409	AAG06797	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA3410	PA3410	AAG06798	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3411	PA3411	AAG06799	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3412	PA3412	AAG06800	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3413	PA3413	AAG06801	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3414	PA3414	AAG06802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3415	PA3415	AAG06803	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3416	PA3416	AAG06804	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3417	PA3417	AAG06805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3419	PA3419	AAG06807	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3420	PA3420	AAG06808	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA3421	PA3421	AAG06809	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3422	PA3422	AAG06810	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3423	PA3423	AAG06811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3445	PA3445	AAG06833	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3446	PA3446	AAG06834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3447	PA3447	AAG06835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3448	PA3448	AAG06836	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3449	PA3449	AAG06837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3450	PA3450	AAG06838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3451	PA3451	AAG06839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3453	PA3453	AAG06841	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3454	PA3454	AAG06842	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3455	PA3455	AAG06843	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3489	PA3489	AAG06877	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3490	PA3490	AAG06878	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3491	PA3491	AAG06879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3492	PA3492	AAG06880	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3493	PA3493	AAG06881	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3494	PA3494	AAG06882	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3496	PA3496	AAG06884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3497	PA3497	AAG06885	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3498	PA3498	AAG06886	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3499	PA3499	AAG06887	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3500	PA3500	AAG06888	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3501	PA3501	AAG06889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3502	PA3502	AAG06890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3503	PA3503	AAG06891	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3504	PA3504	AAG06892	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3505	PA3505	AAG06893	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3506	PA3506	AAG06894	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3507	PA3507	AAG06895	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3521	PA3521	AAG06909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3522	PA3522	AAG06910	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3523	PA3523	AAG06911	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3526	PA3526	AAG06914	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3529	PA3529	AAG06917	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3530	PA3530	AAG06918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3532	PA3532	AAG06920	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3534	PA3534	AAG06922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3535	PA3535	AAG06923	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PA3536	PA3536	AAG06924	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3538	PA3538	AAG06926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3539	PA3539	AAG06927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3578	PA3578	AAG06966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3579	PA3579	AAG06967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3580	PA3580	AAG06968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3586	PA3586	AAG06974	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3598	PA3598	AAG06986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3599	PA3599	AAG06987	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3600	PA3600	AAG06988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3601	PA3601	AAG06989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3602	PA3602	AAG06990	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3605	PA3605	AAG06993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3606	PA3606	AAG06994	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3618	PA3618	AAG07006	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3619	PA3619	AAG07007	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3623	PA3623	AAG07011	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3626	PA3626	AAG07014	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3641	PA3641	AAG07029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3647	PA3647	AAG07035	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3664	PA3664	AAG07052	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3665	PA3665	AAG07053	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3667	PA3667	AAG07055	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3668	PA3668	AAG07056	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3669	PA3669	AAG07057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3670	PA3670	AAG07058	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3671	PA3671	AAG07059	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3672	PA3672	AAG07060	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3726	PA3726	AAG07113	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3727	PA3727	AAG07114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3728	PA3728	AAG07115	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3729	PA3729	AAG07116	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3748	PA3748	AAG07135	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3749	PA3749	AAG07136	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3750	PA3750	AAG07137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3752	PA3752	AAG07139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3753	PA3753	AAG07140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3754	PA3754	AAG07141	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3755	PA3755	AAG07142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3756	PA3756	AAG07143	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3757	PA3757	AAG07144	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3758	PA3758	AAG07145	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3759	PA3759	AAG07146	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3760	PA3760	AAG07147	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA3761	PA3761	AAG07148	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3762	PA3762	AAG07149	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3764	PA3764	AAG07151	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3765	PA3765	AAG07152	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3766	PA3766	AAG07153	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3767	PA3767	AAG07154	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3768	PA3768	AAG07155	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3795	PA3795	AAG07182	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3796	PA3796	AAG07183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3797	PA3797	AAG07184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3798	PA3798	AAG07185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3799	PA3799	AAG07186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3800	PA3800	AAG07187	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA3801	PA3801	AAG07188	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3804	PA3804	AAG07191	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3866	PA3866	AAG07253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3867	PA3867	AAG07254	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3868	PA3868	AAG07255	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3869	PA3869	AAG07256	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3871	PA3871	AAG07258	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA3880	PA3880	AAG07267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3881	PA3881	AAG07268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3882	PA3882	AAG07269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3888	PA3888	AAG07275	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3889	PA3889	AAG07276	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3890	PA3890	AAG07277	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3891	PA3891	AAG07278	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3892	PA3892	AAG07279	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA3893	PA3893	AAG07280	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3894	PA3894	AAG07281	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3895	PA3895	AAG07282	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3953	PA3953	AAG07340	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3954	PA3954	AAG07341	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3955	PA3955	AAG07342	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3956	PA3956	AAG07343	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3957	PA3957	AAG07344	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3958	PA3958	AAG07345	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3959	PA3959	AAG07346	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
PA3960	PA3960	AAG07347	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3961	PA3961	AAG07348	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3962	PA3962	AAG07349	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
